genes	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
prrc2c	2	9.53289942122104e-07	0.978659684496117	0.246	0.144	0.0226063176874836
purab	2	9.63308064011013e-07	-0.865221113586601	0.108	0.198	0.0228438874299572
peli1b	2	9.65725189504204e-07	1.35846288799805	0.133	0.053	0.0229012071439027
csf1rb	2	9.82298625529232e-07	0.655869893276798	0.496	0.406	0.0232942296058002
mbpb	2	9.91749122841489e-07	-0.695746883915145	0.199	0.308	0.0235183386990631
sil1	2	9.95889366842976e-07	-1.19305584944069	0.067	0.142	0.0236165204453143
pop7	2	1.00122099759008e-06	-0.706483186112823	0.146	0.248	0.0237429547368511
trappc6b	2	1.00436366462433e-06	-1.29223125453152	0.05	0.117	0.0238174799429014
cldng	2	1.0139975861578e-06	1.05441926976707	0.274	0.172	0.024045938758146
dnlz	2	1.021729924279e-06	-0.781882667563488	0.143	0.242	0.0242293034243523
si:ch73-383g2.1	2	1.03254711319969e-06	1.73424095682967	0.102	0.032	0.0244858222424175
bckdhb	2	1.04119671456764e-06	-0.564915830399034	0.264	0.382	0.024690938889257
gemin7	2	1.05047627932501e-06	-0.566625522529862	0.23	0.348	0.0249109944879134
hint2	2	1.05715682420809e-06	-0.647336626503848	0.158	0.261	0.0250694169292706
gnas	2	1.07441900525992e-06	1.1324349459451	0.188	0.095	0.0254787722907338
msto1	2	1.08282824918872e-06	-0.692384516724385	0.166	0.27	0.0256781891012613
rab41	2	1.08582541488932e-06	-0.836987432857657	0.113	0.204	0.0257492638886854
zgc:101016	2	1.09978832251752e-06	-0.569765230060429	0.209	0.325	0.0260803802801804
polr2gl	2	1.11206151268441e-06	-0.870934764780995	0.115	0.206	0.0263714267117981
ublcp1	2	1.11751992218544e-06	-1.15028182575039	0.06	0.132	0.0265008674347055
RF00004.10	2	1.13772290015704e-06	0.916355367279897	0.19	0.095	0.026979960854324
zgc:101851	2	1.1443268636324e-06	-0.766657279103011	0.142	0.24	0.0271365672441787
zc3hc1	2	1.14738056704287e-06	-1.23718989097356	0.046	0.112	0.0272089827668546
otud5a	2	1.15192333973673e-06	0.853539885202015	0.252	0.147	0.0273167100785167
smad3a	2	1.15262830871377e-06	1.4032677223393	0.122	0.045	0.0273334277128383
pwp2h	2	1.1560059411877e-06	-0.552150980830929	0.422	0.526	0.0274135248893252
lyn.1	2	1.16147846216045e-06	-0.953255961072236	0.08	0.161	0.0275433002516729
pold1	2	1.16497072454192e-06	-0.794616442006335	0.158	0.257	0.0276261157617872
nsrp1	2	1.16525236438779e-06	-0.752498007803363	0.142	0.24	0.0276327945690921
pias4a	2	1.1855875206599e-06	-0.53515808691674	0.242	0.363	0.0281150224649289
brwd1	2	1.20910071823919e-06	0.984784418480267	0.192	0.098	0.0286726144323241
trmt61b	2	1.21750370958675e-06	-0.986422825007435	0.082	0.163	0.0288718829691403
txndc15	2	1.248136220347e-06	-0.79697597211996	0.142	0.24	0.0295983023293088
mrpl2	2	1.25429587357428e-06	-0.369116427673652	0.555	0.656	0.0297443723459406
ptena	2	1.25975961722662e-06	0.593919668432256	0.455	0.338	0.0298739395629121
pdia5	2	1.30374212507881e-06	-1.05519205723067	0.073	0.149	0.0309169407541188
npm1a	2	1.33591840520324e-06	-0.391411289071596	0.919	0.945	0.0316799690609896
ndfip2	2	1.34952291757841e-06	0.594210505050697	0.29	0.176	0.0320025864674544
rbm7	2	1.37095753775656e-06	-0.662649195738914	0.181	0.287	0.032510887050359
si:dkeyp-94h10.5	2	1.42379944220857e-06	-0.693040138203921	0.156	0.257	0.0337639799725339
taf9	2	1.4373477286052e-06	-0.556924884287005	0.272	0.388	0.0340852640361437
mrpl23	2	1.44414020330908e-06	-0.564080525105358	0.229	0.344	0.0342463407812715
rock1	2	1.44918068114179e-06	0.906763069758022	0.235	0.134	0.0343658706725965
cenpo	2	1.45013956938083e-06	-1.24936460491966	0.055	0.123	0.034388609748297
csrp1a	2	1.46380853273644e-06	-0.614857339223162	0.179	0.287	0.0347127555453119
ybey.1	2	1.47889596751218e-06	-0.765330052660841	0.13	0.225	0.0350705389735837
galm	2	1.54118884944112e-06	-1.03551457245421	0.08	0.159	0.0365477523756467
lpin2	2	1.56812354024878e-06	0.789983508756667	0.274	0.166	0.0371864816334597
cript	2	1.64877018815203e-06	-1.03925051336165	0.068	0.142	0.0390989362418373
ugdh	2	1.66951184958091e-06	-1.12825551942039	0.058	0.129	0.0395908040009618
mxd3	2	1.69603596559694e-06	-1.13361870418749	0.121	0.208	0.0402197968881659
mark2b	2	1.71144513977731e-06	0.904165958271983	0.215	0.117	0.0405852100446791
rreb1b	2	1.74537695305181e-06	-1.0417187689524	0.065	0.138	0.0413898690646707
prkacba	2	1.75163656762727e-06	-0.594741895591642	0.216	0.329	0.041538309564713
st3gal3a	2	1.76097782003962e-06	0.60925081502234	0.393	0.278	0.0417598280244196
mis18a	2	1.76257889855734e-06	-1.1359911682	0.055	0.123	0.0417977960003886
rnf168	2	1.78680921655064e-06	-0.98729459676693	0.085	0.164	0.0423723937612819
rassf1	2	1.80181014002015e-06	-0.604175260846261	0.26	0.376	0.0427281256604378
phf6	2	1.81170309964243e-06	-0.953255961072236	0.077	0.155	0.0429627273049207
vdac3	2	1.8314411044208e-06	-0.379729004620792	0.592	0.684	0.0434307943502348
hspa4b	2	1.89739004016033e-06	-0.320776521246534	0.628	0.733	0.0449947074123621
hdac8	2	1.89750271308868e-06	-1.00272463733654	0.079	0.157	0.044997379338185
tm9sf1	2	1.91285687106547e-06	-0.926373751206421	0.086	0.166	0.0453614878404466
ltv1	2	1.91367036920967e-06	-0.394343249231743	0.465	0.584	0.0453807791354381
si:ch211-284f22.3	2	1.9228597829284e-06	1.42177319119137	0.145	0.064	0.0455986968923642
ptgesl	2	1.9629821845562e-06	-0.720085673563231	0.146	0.244	0.0465501595245658
lman2lb	2	1.98554242152243e-06	-1.04280207671187	0.061	0.132	0.047085152983983
rbmx2	2	2.01715680565267e-06	-0.552203425114495	0.292	0.406	0.0478348564892475
prmt5	2	2.02391486188336e-06	-0.550597819322472	0.319	0.431	0.0479951170347021
pabpc4	2	2.06246501187869e-06	0.852885453328289	0.221	0.123	0.0489092952916913
dus3l	2	2.083506010394e-06	-0.561758673067166	0.231	0.344	0.0494082615304834
histh1l	3	1.14797454396891e-190	-4.47700923000042	0.535	0.97	2.72230683356786e-186
h1f0	3	1.27308096234225e-189	-4.62591555639476	0.369	0.946	3.01898419409841e-185
arrdc3b	3	2.16814030851729e-86	-2.88173860557852	0.118	0.587	5.1415279276179e-82
hsp90aa1.2	3	2.32020790553112e-85	2.23909134095673	0.952	0.812	5.50214102717649e-81
h2afx1	3	8.11472837570823e-81	-1.97522462919309	0.827	0.967	1.92432668701545e-76
cirbpb	3	1.6993163518635e-77	-0.968871539456351	0.99	0.998	4.02975879680911e-73
pvalb2	3	1.49075017535237e-75	0.410372148327743	0.545	0.076	3.5351649658306e-71
zgc:110425	3	8.16502041045713e-70	-2.22933012148724	0.101	0.523	1.93625294013581e-65
h1fx	3	2.96963013597605e-65	-3.8609861376552	0.3	0.653	7.0421809044536e-61
hmgb1a	3	1.01672452439181e-63	-1.56036003502393	0.635	0.908	2.41106053714274e-59
rps29	3	1.42583147283627e-60	-0.678282598375363	1	1	3.38121675468392e-56
zgc:153409	3	8.01903680801984e-57	-1.18052230351154	0.758	0.924	1.90163438865383e-52
rps21	3	8.85473738977111e-55	-0.605687078044904	1	1	2.09981242461032e-50
rpl38	3	1.08113525706957e-54	-0.667784979917505	1	1	2.56380414861479e-50
rpl26	3	1.09433017575221e-52	-2.36521748978158	0.124	0.466	2.59509457877879e-48
mibp2	3	3.38027851190124e-48	-0.971725038470211	0.939	0.984	8.01599246312259e-44
rpl37.1	3	5.0598494027797e-47	-0.632200424676159	1	1	1.19989268737518e-42
zgc:109934	3	8.75004127173448e-46	-3.19638252877989	0.085	0.382	2.07498478717911e-41
sumo2b	3	2.21814465368117e-44	-0.897415041318754	0.811	0.955	5.26010823173953e-40
hbbe2	3	2.54722610213881e-44	-0.295685769719767	0.011	0.237	6.04049197861196e-40
ubc	3	4.32834572081518e-43	-0.796716940528641	0.975	0.998	1.02642390423411e-38
eif4a1b	3	2.26710639117509e-42	-0.884790862534229	0.896	0.954	5.37621609603261e-38
rps28	3	9.01581577353695e-41	-0.593732515734922	1	1	2.13801055253655e-36
rpl34	3	9.72107368425087e-41	-0.60614154484595	0.999	1	2.30525541348325e-36
hbbe1.1	3	1.13768440146858e-40	1.22428417055474	0.059	0.32	2.69790478964259e-36
actc1b	3	3.92621517002526e-40	-0.347673071825284	0.418	0.1	9.31062665419791e-36
hnrnpaba	3	5.71641575342785e-40	-0.787944125283516	0.971	0.997	1.35559083176788e-35
mt-nd1	3	7.20521703595339e-40	-0.781174488092861	0.983	0.994	1.70864516790599e-35
hist2h2l	3	3.55268301093026e-39	-1.9104640837356	0.403	0.676	8.42483249212002e-35
EIF1B	3	4.85729784259453e-39	-1.07357616437079	0.617	0.825	1.15185961039287e-34
prelid3b	3	3.77376456810524e-38	0.991060707991774	0.936	0.79	8.94910529680477e-34
ewsr1b	3	3.79947040288561e-38	-1.36132676606965	0.414	0.684	9.01006411340295e-34
ilf3b	3	1.30461623418514e-37	-1.3862569552241	0.367	0.66	3.09376693774664e-33
hspa4a	3	1.50782434195595e-37	1.52752953232607	0.805	0.571	3.57565464451434e-33
rps27.2	3	2.53644995000572e-36	-0.570892340476374	0.993	1	6.01493741144357e-32
txnipa	3	4.22745627847053e-36	-1.17324850415935	0.762	0.89	1.0024989818765e-31
srsf5a	3	5.92941360714891e-36	-1.00688874322923	0.641	0.857	1.40610114279929e-31
ewsr1a	3	2.05292251896976e-35	-1.65083760289883	0.223	0.512	4.86830046148489e-31
zgc:171772	3	1.20323625034145e-34	-0.468902938533723	1	1	2.8533544440597e-30
slc25a5	3	3.09243035681338e-34	-0.424367377862536	1	1	7.33338934814725e-30
rsrp1	3	3.74501200900362e-34	1.24563604925497	0.882	0.714	8.88092147815119e-30
rpl19	3	1.24625573467182e-33	-0.478283349099305	1	1	2.95537084920076e-29
hmgb3a	3	2.60614760001238e-33	-1.46912489274083	0.357	0.636	6.18021841866936e-29
lsm4	3	2.16416311790956e-32	-1.09894145790261	0.35	0.636	5.13209641781073e-28
ssr4	3	4.32568341742114e-32	-1.0188930361314	0.768	0.897	1.02579256560725e-27
rpl36	3	6.53247778223356e-32	-0.442945897641139	1	1	1.54911178127887e-27
ndufa1	3	7.63579680147839e-32	-0.899582857284947	0.533	0.768	1.81075285350259e-27
sumo3a	3	1.0001517624192e-31	-0.902005067604521	0.633	0.835	2.37175988940089e-27
srsf3b	3	1.2187458432551e-31	-1.11123219900699	0.572	0.779	2.89013389269515e-27
rpl30	3	1.89499217323962e-31	-0.451728076507628	1	1	4.49378443962044e-27
FQ323156.1	3	2.49388932403039e-31	2.39288377453049	0.338	0.083	5.91400914300567e-27
fus	3	5.45102360125214e-31	-1.99091656521841	0.107	0.35	1.29265573680093e-26
ube2e1	3	1.20527637422754e-30	-1.26176521713351	0.312	0.59	2.85819239384319e-26
syf2	3	1.44160872167648e-30	-1.23263695723869	0.295	0.576	3.41863092258361e-26
hmgn6	3	1.51841238001126e-30	-0.787107901779966	0.82	0.955	3.60076311795869e-26
ybx1	3	4.16345377824378e-30	-0.467067517217834	0.999	1	9.87321428972731e-26
rpl36a	3	6.1613872521925e-30	-0.481270121883949	1	1	1.46111137298493e-25
fam133b	3	6.61285984872708e-30	-1.24760129056384	0.37	0.633	1.56817358452714e-25
si:ch211-276i12.9	3	1.25122751523215e-29	-1.80547998756481	0.147	0.393	2.96716092962151e-25
h3f3c	3	1.32536099097618e-29	-0.682180808340774	0.944	0.983	3.14296105400091e-25
oga	3	1.97484436907165e-29	-1.71577328898897	0.139	0.386	4.6831459368165e-25
bud31	3	2.14032777496447e-29	-0.993334256763519	0.493	0.736	5.07557328555075e-25
rimkla	3	3.13120725467517e-29	-1.59099194053297	0.197	0.458	7.4253448837367e-25
mt-nd2	3	3.9306119590859e-29	-0.663023880241557	0.972	0.992	9.3210531997763e-25
cst3	3	5.90095105406773e-29	-1.10630833294841	0.596	0.792	1.39935153296162e-24
nars	3	7.58721825873581e-29	-1.42120806975652	0.256	0.523	1.79923293787661e-24
dcaf7	3	1.12797625055632e-28	-1.30923642724952	0.29	0.553	2.67488288056926e-24
khdrbs1a	3	1.60180307835817e-28	-0.720884179221327	0.958	0.984	3.79851582001857e-24
pdcd4b	3	2.03971191232651e-28	1.37196453463919	0.631	0.374	4.83697282889108e-24
nfil3-5	3	2.33889973641825e-28	-1.13330572993787	0.385	0.657	5.54646683494225e-24
setb	3	2.7701315486578e-28	-0.759992966805777	0.782	0.916	6.5690899544871e-24
cope	3	3.8340855998006e-28	-1.31171503402367	0.365	0.615	9.09215059136714e-24
btf3	3	4.25001043716381e-28	-0.468659588907401	0.998	0.998	1.00784747506903e-23
ost4	3	5.06089070947053e-28	-1.14897215269267	0.414	0.657	1.20013962284384e-23
ppdpfb	3	1.13064527694007e-27	-1.0482236246862	0.835	0.927	2.68121220973568e-23
ywhae1	3	1.13423814361492e-27	-0.773699483846751	0.682	0.865	2.68973233376843e-23
calm3b	3	1.30824086445461e-27	-0.817938683264299	0.78	0.906	3.10236238596765e-23
knop1	3	1.31759913790159e-27	-1.74851351301239	0.142	0.377	3.12455459561984e-23
hmgb2a	3	1.35309637817643e-27	-0.936336090211409	0.712	0.882	3.20873275120759e-23
hdac1	3	1.60549328167695e-27	-0.918720877088112	0.602	0.79	3.80726676816871e-23
brk1	3	1.87696250747237e-27	-0.951532164826307	0.408	0.68	4.45102889021997e-23
psma6a	3	3.56574930605101e-27	-1.3501975347748	0.225	0.475	8.45581790436936e-23
mt-nd4	3	6.94697506805676e-27	-0.631041357745636	0.985	0.979	1.64740566763898e-22
dctn3	3	7.63627381873354e-27	-1.34680351975198	0.226	0.48	1.81086597337447e-22
selenof	3	8.3234434091836e-27	-0.935276274068387	0.584	0.766	1.9738213700538e-22
ptp4a1	3	1.30949666429101e-26	-0.918467610140672	0.587	0.787	3.10534038969971e-22
hsp70.3	3	1.62231957234593e-26	1.37056269823329	0.904	0.76	3.84716863386114e-22
mlf2	3	1.69816782740353e-26	-1.09479230251713	0.313	0.587	4.02703518590473e-22
si:ch211-51e12.7	3	2.03704094765787e-26	-1.16301143448009	0.371	0.61	4.83063890327588e-22
odc1	3	3.30453136767678e-26	-1.69891625024082	0.262	0.486	7.83636568530871e-22
tmed2	3	3.31762720954108e-26	-0.854099109602928	0.605	0.8	7.86742116470573e-22
rpl29	3	3.33389334867477e-26	-0.515941752775048	0.997	1	7.90599468704735e-22
hmgb1b	3	4.1640511659751e-26	-0.841555487177068	0.635	0.854	9.87463093499334e-22
lsm3	3	4.17637874455678e-26	-1.46961270171958	0.212	0.455	9.90386455484194e-22
zgc:158463	3	5.12897737253498e-26	0.348400763987165	1	1	1.21628569412294e-21
gng5	3	7.76228913858947e-26	-0.773954985300978	0.631	0.846	1.84074924632511e-21
sap18	3	9.39792038510378e-26	-0.938627822057244	0.427	0.674	2.22862284012351e-21
si:ch211-196l7.4	3	1.28251841464553e-25	-0.737370112409053	0.792	0.905	3.04136416849042e-21
psmd7	3	1.43653553291227e-25	-1.12067822248013	0.379	0.61	3.40660036274815e-21
rbm4.1	3	1.5287922187866e-25	-1.53043789441562	0.153	0.385	3.62537786763055e-21
psmc1a	3	1.82259003677361e-25	-1.38446458303078	0.179	0.421	4.32209001320493e-21
zgc:113263	3	1.94184835794682e-25	-2.63612303874912	0.037	0.205	4.60489919603509e-21
rps27.1	3	2.35156797247158e-25	-0.389303937637631	1	1	5.57650828991911e-21
slc16a9b	3	2.96729394186959e-25	-4.3133094708409	0.01	0.146	7.03664085374955e-21
tomm20b	3	4.31100754882989e-25	-0.823249656334276	0.63	0.795	1.02231233012952e-20
rbm8a	3	6.39048671229485e-25	-0.624946096828314	0.746	0.909	1.5154400189536e-20
hnrnpa0l.1	3	7.02910835261163e-25	-0.482799482389851	0.984	0.997	1.66688275473832e-20
ufc1	3	8.7626157078497e-25	-1.74409363420448	0.109	0.32	2.07796668895948e-20
cnih1	3	8.99620004519719e-25	-1.35826772587903	0.203	0.44	2.13335887871806e-20
tmem258	3	2.90341760225823e-24	-0.774801433809047	0.757	0.887	6.88516450199516e-20
psmd8	3	4.22894517736532e-24	-0.98755010858271	0.332	0.588	1.00285205936041e-19
psmb1	3	4.48586341649119e-24	-0.745190480283158	0.617	0.811	1.06377765058672e-19
dedd1	3	6.69514238605367e-24	0.778140246409393	0.8	0.596	1.58768606542877e-19
sub1a	3	6.75309951939788e-24	-0.94492545112562	0.525	0.722	1.60143002003001e-19
psmc5	3	8.06793044269214e-24	-0.991118588711219	0.341	0.587	1.91322902518001e-19
gmfb	3	9.17164697868331e-24	-1.24518113510953	0.201	0.436	2.17496436452496e-19
RPL41	3	9.29198155072499e-24	-0.414093565958771	1	1	2.20350050493893e-19
ptmaa	3	1.01285990643031e-23	-0.788381490587584	0.935	0.963	2.40189598210884e-19
si:dkey-183i3.5	3	1.16441922138781e-23	-3.47541832340078	0.022	0.165	2.76130374159905e-19
ppp2cb	3	1.23624148742966e-23	-0.718626263925754	0.684	0.851	2.93162306329069e-19
lsm8	3	1.26355258019904e-23	-1.348226306947	0.227	0.459	2.99638858868401e-19
ywhabl	3	1.39875865498572e-23	-0.581597862103984	0.878	0.957	3.31701627443314e-19
snrpa	3	1.51600124893423e-23	-1.47273204356375	0.17	0.394	3.59504536172263e-19
hbae3	3	1.58816001758588e-23	1.93662784932211	0.072	0.259	3.76616266570316e-19
dynlt3	3	1.62970295862204e-23	-0.912036088793498	0.38	0.633	3.8646775960763e-19
NC-002333.4	3	1.65311807979492e-23	0.379228107899284	1	1	3.92020421442567e-19
zgc:91910	3	1.79433153186092e-23	-1.1080575327115	0.278	0.525	4.255077794655e-19
si:dkey-28b4.7	3	1.82366932665453e-23	-1.07081584344794	0.297	0.544	4.32464944122856e-19
rpl31	3	3.53894314355215e-23	-0.369744051143967	1	1	8.39224977061958e-19
ctsd	3	3.8949469040679e-23	-1.11520156139223	0.28	0.52	9.23647708830661e-19
fam32a	3	6.08989966871126e-23	-0.875605061395412	0.379	0.626	1.44415880743819e-18
ddx39aa	3	8.82235227892315e-23	-0.894339257166853	0.456	0.665	2.09213261942384e-18
si:rp71-45k5.4	3	1.00789120798957e-22	-1.02806944822277	0.382	0.596	2.39011321062647e-18
rpl39	3	1.03075326499052e-22	-0.432488778601896	1	1	2.44432829259853e-18
rpl22	3	1.16821011905477e-22	-0.372870934117338	0.999	1	2.77029347632649e-18
tubb4b	3	1.89983871710408e-22	-0.632915384577531	0.96	0.989	4.50527753374062e-18
faua	3	1.95575451765964e-22	-0.368585730244228	1	1	4.63787626317807e-18
hsp70.2	3	2.12001084133114e-22	1.4206357473721	0.843	0.692	5.02739370913265e-18
FP236812.1	3	2.13258816896738e-22	-4.34931846800186	0.02	0.153	5.05721958388925e-18
zranb2	3	2.16609784213448e-22	-1.21613260259903	0.204	0.434	5.1366844228377e-18
eif4a3	3	2.17672054323581e-22	-0.913291761287799	0.398	0.639	5.1618750962294e-18
tmeff1b	3	2.42303670560255e-22	-1.30168323557777	0.279	0.515	5.74598924366588e-18
psmb6	3	2.62015860840648e-22	-0.806245991920657	0.571	0.76	6.21344412397514e-18
skp1	3	2.83808652432031e-22	-0.610278251230345	0.743	0.9	6.73023838377319e-18
arcn1a	3	5.01963973092859e-22	-1.66822045786597	0.132	0.334	1.19035736579241e-17
hnrnpabb	3	5.22996156539462e-22	-0.621698897324199	0.898	0.962	1.24023308561768e-17
sec11a	3	7.44840202526767e-22	-1.13976494353598	0.284	0.51	1.76631405627198e-17
btf3l4	3	9.52560637160663e-22	-0.972279107865159	0.341	0.571	2.2589022949628e-17
ptmab	3	1.09915527499121e-21	-0.650395709771646	0.987	0.994	2.60653681911415e-17
paip2b	3	1.10039548778994e-21	-0.67520596909664	0.712	0.852	2.60947785974507e-17
sept7b	3	1.25118530839014e-21	-1.18540427278137	0.215	0.447	2.96706084031637e-17
rpl35a	3	1.40941429469277e-21	-0.417251948618405	1	1	3.34228505843442e-17
zbtb17	3	1.43822721460427e-21	2.39828376227308	0.216	0.041	3.41061201671257e-17
arl8a	3	1.7396981588886e-21	-1.18092093630614	0.192	0.417	4.12552021398843e-17
ssr2	3	2.15595046575749e-21	-0.847373827429731	0.722	0.871	5.11262093449731e-17
arrdc3a	3	2.62230661025293e-21	-1.04352737554092	0.462	0.657	6.21853789555379e-17
si:ch211-191j22.3	3	2.66431400919366e-21	-0.988592088600844	0.292	0.534	6.31815424140185e-17
psmc2	3	2.85412580986695e-21	-1.08971700856099	0.257	0.486	6.7682739455185e-17
zgc:103697	3	2.97563977495116e-21	-1.89230377354185	0.084	0.262	7.05643216231918e-17
marcksb	3	3.07214876184639e-21	-0.939716371245818	0.358	0.607	7.28529357384252e-17
spcs3	3	3.60777822474927e-21	-1.04831621196905	0.326	0.556	8.55548528217041e-17
si:dkey-286j15.1	3	4.18754854058708e-21	-1.62561772572212	0.125	0.32	9.93035260914819e-17
mbd3a	3	4.26179690196408e-21	-1.29149964968856	0.192	0.405	1.01064251733176e-16
srsf9	3	4.33694862549491e-21	-1.17314899765582	0.234	0.458	1.02846399704986e-16
sf3b5	3	4.87759989540399e-21	-1.33878363137894	0.176	0.386	1.1566740391961e-16
si:ch211-276i12.11	3	7.26160093853786e-21	-1.47838291134731	0.126	0.323	1.72201604656487e-16
dpy30	3	7.33240689969262e-21	-0.929301967476209	0.324	0.558	1.73880697219311e-16
si:ch211-197h24.6	3	7.69088593085702e-21	-1.80081861019495	0.079	0.254	1.82381668964343e-16
sf3b6	3	8.64803476065433e-21	-0.86032659533371	0.45	0.661	2.05079496314157e-16
ywhabb	3	8.97556097335738e-21	-0.609824876893455	0.793	0.892	2.12846452922197e-16
psmb7	3	1.18028344658611e-20	-0.660452078261129	0.747	0.868	2.79892416523431e-16
CABZ01113812.1	3	1.18087599817779e-20	-1.84045039708788	0.073	0.245	2.8003293420788e-16
reep5	3	1.21727386854419e-20	-0.713447460529278	0.628	0.801	2.8866432518657e-16
cd2bp2	3	1.22763958593233e-20	-1.41090339442112	0.129	0.326	2.91122451407993e-16
uqcrb	3	1.52433035637786e-20	-1.43514929215135	0.175	0.378	3.61479700711447e-16
tbca	3	1.76021261064929e-20	-0.8102947566723	0.413	0.633	4.17416818489372e-16
hnrnpc	3	1.96319821978286e-20	-1.52664364675595	0.149	0.345	4.65552825839308e-16
ube2ib	3	2.14524412423853e-20	-0.861060245038223	0.381	0.612	5.08723191621925e-16
